pathway_id	pathway_description	pvalue	cancer_group	gene_parsed_by
path:hsa05014	0.18581418581418582	Amyotrophic lateral sclerosis - Homo sapiens (human)	EPN	SLC7A5
path:hsa05016	0.08091908091908091	Huntington disease - Homo sapiens (human)	EPN	SLC7A5
path:hsa05017	0.06893106893106893	Spinocerebellar ataxia - Homo sapiens (human)	EPN	SLC7A5
path:hsa05020	0.16683316683316685	Prion disease - Homo sapiens (human)	EPN	SLC7A5
path:hsa05022	0.2887112887112887	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)	EPN	SLC7A5
path:hsa05030	0.4245754245754246	Cocaine addiction - Homo sapiens (human)	EPN	SLC7A5
path:hsa05031	0.3966033966033966	Amphetamine addiction - Homo sapiens (human)	EPN	SLC7A5
path:hsa05032	0.1958041958041958	Morphine addiction - Homo sapiens (human)	EPN	SLC7A5
path:hsa05033	0.1008991008991009	Nicotine addiction - Homo sapiens (human)	EPN	SLC7A5
path:hsa05034	0.7252747252747253	Alcoholism - Homo sapiens (human)	EPN	SLC7A5
path:hsa05100	0.7782217782217782	Bacterial invasion of epithelial cells - Homo sapiens (human)	EPN	SLC7A5
path:hsa05110	0.9280719280719281	Vibrio cholerae infection - Homo sapiens (human)	EPN	SLC7A5
path:hsa05120	0.3356643356643357	Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	EPN	SLC7A5
path:hsa05130	0.6263736263736264	Pathogenic Escherichia coli infection - Homo sapiens (human)	EPN	SLC7A5
path:hsa05131	0.31368631368631367	Shigellosis - Homo sapiens (human)	EPN	SLC7A5
path:hsa05132	0.6383616383616384	Salmonella infection - Homo sapiens (human)	EPN	SLC7A5
path:hsa05133	0.34565434565434566	Pertussis - Homo sapiens (human)	EPN	SLC7A5
path:hsa05134	0.6113886113886113	Legionellosis - Homo sapiens (human)	EPN	SLC7A5
path:hsa05135	0.8211788211788211	Yersinia infection - Homo sapiens (human)	EPN	SLC7A5
path:hsa05140	0.023976023976023976	Leishmaniasis - Homo sapiens (human)	EPN	SLC7A5
path:hsa05142	0.7252747252747253	Chagas disease - Homo sapiens (human)	EPN	SLC7A5
path:hsa05143	0.17082917082917082	African trypanosomiasis - Homo sapiens (human)	EPN	SLC7A5
path:hsa05144	0.03796203796203796	Malaria - Homo sapiens (human)	EPN	SLC7A5
path:hsa05145	0.4745254745254745	Toxoplasmosis - Homo sapiens (human)	EPN	SLC7A5
path:hsa05146	0.33166833166833165	Amoebiasis - Homo sapiens (human)	EPN	SLC7A5
path:hsa05150	0.09290709290709291	Staphylococcus aureus infection - Homo sapiens (human)	EPN	SLC7A5
path:hsa05152	0.3076923076923077	Tuberculosis - Homo sapiens (human)	EPN	SLC7A5
path:hsa05160	0.4785214785214785	Hepatitis C - Homo sapiens (human)	EPN	SLC7A5
path:hsa05161	0.5994005994005994	Hepatitis B - Homo sapiens (human)	EPN	SLC7A5
path:hsa05162	0.4115884115884116	Measles - Homo sapiens (human)	EPN	SLC7A5
path:hsa05163	0.9180819180819181	Human cytomegalovirus infection - Homo sapiens (human)	EPN	SLC7A5
path:hsa05164	0.6713286713286714	Influenza A - Homo sapiens (human)	EPN	SLC7A5
path:hsa05165	0.8421578421578422	Human papillomavirus infection - Homo sapiens (human)	EPN	SLC7A5
path:hsa05166	0.6673326673326674	Human T-cell leukemia virus 1 infection - Homo sapiens (human)	EPN	SLC7A5
path:hsa05167	0.8681318681318682	Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)	EPN	SLC7A5
path:hsa05168	0.6343656343656343	Herpes simplex virus 1 infection - Homo sapiens (human)	EPN	SLC7A5
path:hsa05169	0.8251748251748252	Epstein-Barr virus infection - Homo sapiens (human)	EPN	SLC7A5
path:hsa05170	0.7052947052947053	Human immunodeficiency virus 1 infection - Homo sapiens (human)	EPN	SLC7A5
path:hsa05171	0.6963036963036963	Coronavirus disease - COVID-19 - Homo sapiens (human)	EPN	SLC7A5
path:hsa05202	0.3956043956043956	Transcriptional misregulation in cancer - Homo sapiens (human)	EPN	SLC7A5
path:hsa05203	0.7572427572427572	Viral carcinogenesis - Homo sapiens (human)	EPN	SLC7A5
path:hsa05204	0.3116883116883117	Chemical carcinogenesis - DNA adducts - Homo sapiens (human)	EPN	SLC7A5
path:hsa05205	0.6383616383616384	Proteoglycans in cancer - Homo sapiens (human)	EPN	SLC7A5
path:hsa05206	0.5194805194805194	MicroRNAs in cancer - Homo sapiens (human)	EPN	SLC7A5
path:hsa05207	0.6623376623376623	Chemical carcinogenesis - receptor activation - Homo sapiens (human)	EPN	SLC7A5
path:hsa05208	0.013986013986013986	Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)	EPN	SLC7A5
path:hsa05210	0.38161838161838163	Colorectal cancer - Homo sapiens (human)	EPN	SLC7A5
path:hsa05211	0.28471528471528473	Renal cell carcinoma - Homo sapiens (human)	EPN	SLC7A5
path:hsa05212	0.5074925074925075	Pancreatic cancer - Homo sapiens (human)	EPN	SLC7A5
path:hsa05213	0.8141858141858141	Endometrial cancer - Homo sapiens (human)	EPN	SLC7A5
path:hsa05214	0.7552447552447552	Glioma - Homo sapiens (human)	EPN	SLC7A5
path:hsa05215	0.5244755244755245	Prostate cancer - Homo sapiens (human)	EPN	SLC7A5
path:hsa05216	0.7642357642357642	Thyroid cancer - Homo sapiens (human)	EPN	SLC7A5
path:hsa05217	0.6333666333666333	Basal cell carcinoma - Homo sapiens (human)	EPN	SLC7A5
path:hsa05218	0.25274725274725274	Melanoma - Homo sapiens (human)	EPN	SLC7A5
path:hsa05219	0.8801198801198801	Bladder cancer - Homo sapiens (human)	EPN	SLC7A5
path:hsa05220	0.9040959040959041	Chronic myeloid leukemia - Homo sapiens (human)	EPN	SLC7A5
path:hsa05221	0.5404595404595405	Acute myeloid leukemia - Homo sapiens (human)	EPN	SLC7A5
path:hsa05222	0.5314685314685315	Small cell lung cancer - Homo sapiens (human)	EPN	SLC7A5
path:hsa05223	0.6463536463536463	Non-small cell lung cancer - Homo sapiens (human)	EPN	SLC7A5
path:hsa05224	0.7142857142857143	Breast cancer - Homo sapiens (human)	EPN	SLC7A5
path:hsa05225	0.8941058941058941	Hepatocellular carcinoma - Homo sapiens (human)	EPN	SLC7A5
path:hsa05226	0.6583416583416584	Gastric cancer - Homo sapiens (human)	EPN	SLC7A5
path:hsa05230	0.8661338661338661	Central carbon metabolism in cancer - Homo sapiens (human)	EPN	SLC7A5
path:hsa05231	0.19480519480519481	Choline metabolism in cancer - Homo sapiens (human)	EPN	SLC7A5
path:hsa05235	0.8891108891108891	PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)	EPN	SLC7A5
path:hsa05310	0.44755244755244755	Asthma - Homo sapiens (human)	EPN	SLC7A5
path:hsa05320	0.3966033966033966	Autoimmune thyroid disease - Homo sapiens (human)	EPN	SLC7A5
path:hsa05321	0.01098901098901099	Inflammatory bowel disease - Homo sapiens (human)	EPN	SLC7A5
path:hsa05322	0.09290709290709291	Systemic lupus erythematosus - Homo sapiens (human)	EPN	SLC7A5
path:hsa05323	0.08591408591408592	Rheumatoid arthritis - Homo sapiens (human)	EPN	SLC7A5
path:hsa05330	0.2727272727272727	Allograft rejection - Homo sapiens (human)	EPN	SLC7A5
path:hsa05332	0.1968031968031968	Graft-versus-host disease - Homo sapiens (human)	EPN	SLC7A5
path:hsa05340	0.8481518481518482	Primary immunodeficiency - Homo sapiens (human)	EPN	SLC7A5
path:hsa05410	0.07592407592407592	Hypertrophic cardiomyopathy - Homo sapiens (human)	EPN	SLC7A5
path:hsa05412	0.022977022977022976	Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)	EPN	SLC7A5
path:hsa05414	0.04395604395604396	Dilated cardiomyopathy - Homo sapiens (human)	EPN	SLC7A5
path:hsa05415	0.04595404595404595	Diabetic cardiomyopathy - Homo sapiens (human)	EPN	SLC7A5
path:hsa05416	0.3196803196803197	Viral myocarditis - Homo sapiens (human)	EPN	SLC7A5
path:hsa05417	0.7132867132867133	Lipid and atherosclerosis - Homo sapiens (human)	EPN	SLC7A5
path:hsa05418	0.5554445554445554	Fluid shear stress and atherosclerosis - Homo sapiens (human)	EPN	SLC7A5
path:hsa00010	0.007992007992007992	Glycolysis / Gluconeogenesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa00020	0.022977022977022976	Citrate cycle (TCA cycle) - Homo sapiens (human)	LGG	SLC7A5
path:hsa00030	0.2937062937062937	Pentose phosphate pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa00040	0.1928071928071928	Pentose and glucuronate interconversions - Homo sapiens (human)	LGG	SLC7A5
path:hsa00051	0.05194805194805195	Fructose and mannose metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00052	0.3996003996003996	Galactose metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00053	0.1938061938061938	Ascorbate and aldarate metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00061	0.2047952047952048	Fatty acid biosynthesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa00062	0.014985014985014986	Fatty acid elongation - Homo sapiens (human)	LGG	SLC7A5
path:hsa00071	0.022977022977022976	Fatty acid degradation - Homo sapiens (human)	LGG	SLC7A5
path:hsa00100	0.12987012987012986	Steroid biosynthesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa00120	0.13086913086913088	Primary bile acid biosynthesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa00130	0.24875124875124874	Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa00140	0.02097902097902098	Steroid hormone biosynthesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa00190	0.007992007992007992	Oxidative phosphorylation - Homo sapiens (human)	LGG	SLC7A5
path:hsa00220	0.03996003996003996	Arginine biosynthesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa00230	0.33766233766233766	Purine metabolism - Homo sapiens (human)	LGG	SLC7A5
NA	NA	NA	LGG	SLC7A5
path:hsa00240	0.06893106893106893	Pyrimidine metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00250	0.15884115884115885	Alanine, aspartate and glutamate metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00260	0.026973026973026972	Glycine, serine and threonine metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00270	0.34765234765234765	Cysteine and methionine metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00280	0.00999000999000999	Valine, leucine and isoleucine degradation - Homo sapiens (human)	LGG	SLC7A5
NA	NA	NA	LGG	SLC7A5
path:hsa00310	0.3916083916083916	Lysine degradation - Homo sapiens (human)	LGG	SLC7A5
path:hsa00330	0.17882117882117882	Arginine and proline metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00340	0.1968031968031968	Histidine metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00350	0.05094905094905095	Tyrosine metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00360	0.07292707292707293	Phenylalanine metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00380	0.14985014985014986	Tryptophan metabolism - Homo sapiens (human)	LGG	SLC7A5
NA	NA	NA	LGG	SLC7A5
path:hsa00410	0.004995004995004995	beta-Alanine metabolism - Homo sapiens (human)	LGG	SLC7A5
NA	NA	NA	LGG	SLC7A5
NA	NA	NA	LGG	SLC7A5
path:hsa00450	0.8271728271728271	Selenocompound metabolism - Homo sapiens (human)	LGG	SLC7A5
NA	NA	NA	LGG	SLC7A5
path:hsa00480	0.17382617382617382	Glutathione metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00500	0.34565434565434566	Starch and sucrose metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00510	0.18081918081918083	N-Glycan biosynthesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa00511	0.13086913086913088	Other glycan degradation - Homo sapiens (human)	LGG	SLC7A5
path:hsa00512	0.2137862137862138	Mucin type O-glycan biosynthesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa00513	0.11188811188811189	Various types of N-glycan biosynthesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa00514	0.23376623376623376	Other types of O-glycan biosynthesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa00515	0.5114885114885115	Mannose type O-glycan biosynthesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa00520	0.43656343656343655	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	LGG	SLC7A5
NA	NA	NA	LGG	SLC7A5
path:hsa00531	0.03596403596403597	Glycosaminoglycan degradation - Homo sapiens (human)	LGG	SLC7A5
path:hsa00532	0.11988011988011989	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)	LGG	SLC7A5
path:hsa00533	0.7792207792207793	Glycosaminoglycan biosynthesis - keratan sulfate - Homo sapiens (human)	LGG	SLC7A5
path:hsa00534	0.5204795204795205	Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)	LGG	SLC7A5
path:hsa00561	0.07092907092907093	Glycerolipid metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00562	0.26373626373626374	Inositol phosphate metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00563	0.06993006993006994	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa00564	0.06293706293706294	Glycerophospholipid metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00565	0.3996003996003996	Ether lipid metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00590	0.023976023976023976	Arachidonic acid metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00591	0.13086913086913088	Linoleic acid metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00592	0.3066933066933067	alpha-Linolenic acid metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00600	0.3516483516483517	Sphingolipid metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00601	0.16183816183816183	Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human)	LGG	SLC7A5
path:hsa00603	0.003996003996003996	Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human)	LGG	SLC7A5
path:hsa00604	0.09290709290709291	Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human)	LGG	SLC7A5
path:hsa00620	0.36163836163836166	Pyruvate metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00630	0.3886113886113886	Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00640	0.055944055944055944	Propanoate metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00650	0.013986013986013986	Butanoate metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00670	0.07992007992007992	One carbon pool by folate - Homo sapiens (human)	LGG	SLC7A5
path:hsa00730	0.1028971028971029	Thiamine metabolism - Homo sapiens (human)	LGG	SLC7A5
NA	NA	NA	LGG	SLC7A5
NA	NA	NA	LGG	SLC7A5
path:hsa00760	0.12687312687312688	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00770	0.3806193806193806	Pantothenate and CoA biosynthesis - Homo sapiens (human)	LGG	SLC7A5
NA	NA	NA	LGG	SLC7A5
NA	NA	NA	LGG	SLC7A5
path:hsa00790	0.2097902097902098	Folate biosynthesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa00830	0.8391608391608392	Retinol metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00860	0.04695304695304695	Porphyrin and chlorophyll metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa00900	0.0969030969030969	Terpenoid backbone biosynthesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa00910	0.5614385614385614	Nitrogen metabolism - Homo sapiens (human)	LGG	SLC7A5
NA	NA	NA	LGG	SLC7A5
path:hsa00970	0.13386613386613386	Aminoacyl-tRNA biosynthesis - Homo sapiens (human)	LGG	SLC7A5
path:hsa00980	0.04095904095904096	Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	LGG	SLC7A5
path:hsa00982	0.055944055944055944	Drug metabolism - cytochrome P450 - Homo sapiens (human)	LGG	SLC7A5
path:hsa00983	0.16283716283716285	Drug metabolism - other enzymes - Homo sapiens (human)	LGG	SLC7A5
path:hsa01040	0.03196803196803197	Biosynthesis of unsaturated fatty acids - Homo sapiens (human)	LGG	SLC7A5
path:hsa01200	0.0979020979020979	Carbon metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa01210	0.45854145854145856	2-Oxocarboxylic acid metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa01212	0.03296703296703297	Fatty acid metabolism - Homo sapiens (human)	LGG	SLC7A5
path:hsa01230	0.03596403596403597	Biosynthesis of amino acids - Homo sapiens (human)	LGG	SLC7A5
path:hsa01240	0.38961038961038963	Biosynthesis of cofactors - Homo sapiens (human)	LGG	SLC7A5
path:hsa01250	0.37662337662337664	Biosynthesis of nucleotide sugars - Homo sapiens (human)	LGG	SLC7A5
path:hsa01521	0.48151848151848153	EGFR tyrosine kinase inhibitor resistance - Homo sapiens (human)	LGG	SLC7A5
path:hsa01522	0.18281718281718282	Endocrine resistance - Homo sapiens (human)	LGG	SLC7A5
path:hsa01523	0.03896103896103896	Antifolate resistance - Homo sapiens (human)	LGG	SLC7A5
path:hsa01524	0.3276723276723277	Platinum drug resistance - Homo sapiens (human)	LGG	SLC7A5
path:hsa02010	0.16283716283716285	ABC transporters - Homo sapiens (human)	LGG	SLC7A5
path:hsa03008	0.4155844155844156	Ribosome biogenesis in eukaryotes - Homo sapiens (human)	LGG	SLC7A5
path:hsa03010	0.5264735264735265	Ribosome - Homo sapiens (human)	LGG	SLC7A5
path:hsa03013	0.46353646353646355	Nucleocytoplasmic transport - Homo sapiens (human)	LGG	SLC7A5
path:hsa03015	0.32667332667332666	mRNA surveillance pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa03018	0.5324675324675324	RNA degradation - Homo sapiens (human)	LGG	SLC7A5
path:hsa03020	0.03196803196803197	RNA polymerase - Homo sapiens (human)	LGG	SLC7A5
path:hsa03022	0.45454545454545453	Basal transcription factors - Homo sapiens (human)	LGG	SLC7A5
path:hsa03030	0.33966033966033965	DNA replication - Homo sapiens (human)	LGG	SLC7A5
path:hsa03040	0.14385614385614387	Spliceosome - Homo sapiens (human)	LGG	SLC7A5
path:hsa03050	0.2727272727272727	Proteasome - Homo sapiens (human)	LGG	SLC7A5
path:hsa03060	9.99000999000999e-4	Protein export - Homo sapiens (human)	LGG	SLC7A5
path:hsa03320	0.16283716283716285	PPAR signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa03410	0.03596403596403597	Base excision repair - Homo sapiens (human)	LGG	SLC7A5
path:hsa03420	0.45554445554445555	Nucleotide excision repair - Homo sapiens (human)	LGG	SLC7A5
path:hsa03430	0.24675324675324675	Mismatch repair - Homo sapiens (human)	LGG	SLC7A5
path:hsa03440	0.4995004995004995	Homologous recombination - Homo sapiens (human)	LGG	SLC7A5
path:hsa03450	0.6563436563436563	Non-homologous end-joining - Homo sapiens (human)	LGG	SLC7A5
path:hsa03460	0.5754245754245755	Fanconi anemia pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04010	0.1978021978021978	MAPK signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04012	0.33766233766233766	ErbB signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04014	0.21478521478521478	Ras signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04015	0.13486513486513488	Rap1 signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04020	0.11388611388611389	Calcium signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04022	0.3886113886113886	cGMP-PKG signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04024	0.0999000999000999	cAMP signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04060	0.002997002997002997	Cytokine-cytokine receptor interaction - Homo sapiens (human)	LGG	SLC7A5
path:hsa04061	0.005994005994005994	Viral protein interaction with cytokine and cytokine receptor - Homo sapiens (human)	LGG	SLC7A5
path:hsa04062	0.0969030969030969	Chemokine signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04064	0.024975024975024976	NF-kappa B signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04066	0.18581418581418582	HIF-1 signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04068	0.44255744255744256	FoxO signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04070	0.3016983016983017	Phosphatidylinositol signaling system - Homo sapiens (human)	LGG	SLC7A5
path:hsa04071	0.2917082917082917	Sphingolipid signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04072	0.12187812187812187	Phospholipase D signaling pathway - Homo sapiens (human)	LGG	SLC7A5
path:hsa04080	0.025974025974025976	Neuroactive ligand-receptor interaction - Homo sapiens (human)	LGG	SLC7A5
path:hsa04110	0.0959040959040959	Cell cycle - Homo sapiens (human)	LGG	SLC7A5
path:hsa04114	0.32967032967032966	Oocyte meiosis - Homo sapiens (human)	LGG	SLC7A5
path:hsa04115	0.09090909090909091	p53 signaling pathway - Homo sapiens (human)	LGG	SLC7A5
