GOID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	Ontology	gene_set_size	universe_size	LogOddsRatioSE	change_dir	cancer_group	gene_parsed_by	percentile
GO:0032720	0.02077489638500094	2.6453102453102453	3.525117739403454	8	36	negative regulation of tumor necrosis factor production	BP	998	10192	0.4022853285516873	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0046638	0.02077489638500094	2.6453102453102453	3.525117739403454	8	36	positive regulation of alpha-beta T cell differentiation	BP	998	10192	0.4022853285516873	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0048260	0.02077489638500094	2.6453102453102453	3.525117739403454	8	36	positive regulation of receptor-mediated endocytosis	BP	998	10192	0.4022853285516873	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1903428	0.02077489638500094	2.6453102453102453	3.525117739403454	8	36	positive regulation of reactive oxygen species biosynthetic process	BP	998	10192	0.4022853285516873	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1903556	0.02077489638500094	2.6453102453102453	3.525117739403454	8	36	negative regulation of tumor necrosis factor superfamily cytokine production	BP	998	10192	0.4022853285516873	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0008347	0.02131622507571929	2.4516742996490812	4.210557299843014	9	43	glial cell migration	BP	998	10192	0.376355109528852	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0046637	0.02131622507571929	2.4516742996490812	4.210557299843014	9	43	regulation of alpha-beta T cell differentiation	BP	998	10192	0.376355109528852	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0019222	0.02135554218341646	1.148851081786098	407.5427786499215	438	4162	regulation of metabolic process	BP	998	10192	0.06723215844409926	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0055076	0.02135620996060518	2.0434483351974535	7.050235478806908	13	72	transition metal ion homeostasis	BP	998	10192	0.308215714990057	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0006163	0.02160873295694302	1.466976689427831	28.103021978021975	39	287	purine nucleotide metabolic process	BP	998	10192	0.17557852481164887	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0030900	0.02162964829802149	1.4917255717255715	25.55710361067504	36	261	forebrain development	BP	998	10192	0.1826833829654034	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0010565	0.02180107413358576	1.8352890975037337	10.085753532182103	17	103	regulation of cellular ketone metabolic process	BP	998	10192	0.2675455063506177	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0051100	0.02180107413358576	1.8352890975037337	10.085753532182103	17	103	negative regulation of binding	BP	998	10192	0.2675455063506177	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0045165	0.0219775685150168	1.7367123444756607	12.43583202511774	20	127	cell fate commitment	BP	998	10192	0.2459234364602054	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0035150	0.02233524587852545	1.9677260408967725	7.833594976452119	14	80	regulation of tube size	BP	998	10192	0.2961518187794086	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0035296	0.02233524587852545	1.9677260408967725	7.833594976452119	14	80	regulation of tube diameter	BP	998	10192	0.2961518187794086	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0097746	0.02233524587852545	1.9677260408967725	7.833594976452119	14	80	blood vessel diameter maintenance	BP	998	10192	0.2961518187794086	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1903322	0.02233524587852545	1.9677260408967725	7.833594976452119	14	80	positive regulation of protein modification by small protein conjugation or removal	BP	998	10192	0.2961518187794086	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0030001	0.02244408597588826	1.4410687915333498	30.74686028257457	42	314	metal ion transport	BP	998	10192	0.1692456853071187	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0002431	0.02246555728838366	2.099047035860538	6.364795918367347	12	65	Fc receptor mediated stimulatory signaling pathway	BP	998	10192	0.3214418358986696	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0031668	0.02249885879759543	1.6411402343278174	15.667189952904238	24	160	cellular response to extracellular stimulus	BP	998	10192	0.22395691892645989	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0006508	0.02298037376708798	1.2465065983559227	95.56985871271586	114	976	proteolysis	BP	998	10192	0.10575095060809384	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0045667	0.02303384254673491	1.9065901141320252	8.616954474097332	15	88	regulation of osteoblast differentiation	BP	998	10192	0.28546843591334825	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0009628	0.02305966222012779	1.2744938227856255	76.27963108320252	93	779	response to abiotic stimulus	BP	998	10192	0.11590048719289638	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0045661	0.02311066213660023	2.8165226165928137	2.9375981161695446	7	30	regulation of myoblast differentiation	BP	998	10192	0.4329590336573874	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0051262	0.02344140215197984	2.1689840263855658	5.679356357927786	11	58	protein tetramerization	BP	998	10192	0.336612809235788	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0045598	0.02349942540596112	1.8562118126272913	9.400313971742545	16	96	regulation of fat cell differentiation	BP	998	10192	0.2759131226433027	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0001906	0.0237379116111901	2.00917089678511	7.148155416012559	13	73	cell killing	BP	998	10192	0.3077571332656908	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0048565	0.0237379116111901	2.00917089678511	7.148155416012559	13	73	digestive tract development	BP	998	10192	0.3077571332656908	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0008360	0.02374042836736715	1.7204423237143074	12.533751962323391	20	128	regulation of cell shape	BP	998	10192	0.2457474589469404	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0061572	0.02374042836736715	1.7204423237143074	12.533751962323391	20	128	actin filament bundle organization	BP	998	10192	0.2457474589469404	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0070302	0.02374042836736715	1.7204423237143074	12.533751962323391	20	128	regulation of stress-activated protein kinase signaling cascade	BP	998	10192	0.2457474589469404	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0031643	0.02382642126853253	4.620724346076459	1.175039246467818	4	12	positive regulation of myelination	BP	998	10192	0.6132820701178162	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0032930	0.02382642126853253	4.620724346076459	1.175039246467818	4	12	positive regulation of superoxide anion generation	BP	998	10192	0.6132820701178162	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0042983	0.02382642126853253	4.620724346076459	1.175039246467818	4	12	amyloid precursor protein biosynthetic process	BP	998	10192	0.6132820701178162	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0042984	0.02382642126853253	4.620724346076459	1.175039246467818	4	12	regulation of amyloid precursor protein biosynthetic process	BP	998	10192	0.6132820701178162	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0046931	0.02382642126853253	4.620724346076459	1.175039246467818	4	12	pore complex assembly	BP	998	10192	0.6132820701178162	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0061081	0.02382642126853253	4.620724346076459	1.175039246467818	4	12	positive regulation of myeloid leukocyte cytokine production involved in immune response	BP	998	10192	0.6132820701178162	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1903429	0.02382642126853253	4.620724346076459	1.175039246467818	4	12	regulation of cell maturation	BP	998	10192	0.6132820701178162	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1905153	0.02382642126853253	4.620724346076459	1.175039246467818	4	12	regulation of membrane invagination	BP	998	10192	0.6132820701178162	loss_of_correlation_genes	Medullo	FOLH1	30
GO:2000052	0.02382642126853253	4.620724346076459	1.175039246467818	4	12	positive regulation of non-canonical Wnt signaling pathway	BP	998	10192	0.6132820701178162	loss_of_correlation_genes	Medullo	FOLH1	30
GO:2000696	0.02382642126853253	4.620724346076459	1.175039246467818	4	12	regulation of epithelial cell differentiation involved in kidney development	BP	998	10192	0.6132820701178162	loss_of_correlation_genes	Medullo	FOLH1	30
GO:2000737	0.02382642126853253	4.620724346076459	1.175039246467818	4	12	negative regulation of stem cell differentiation	BP	998	10192	0.6132820701178162	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0006900	0.02418473802909354	2.259553668411178	4.993916797488226	10	51	vesicle budding from membrane	BP	998	10192	0.3542762247851192	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0032481	0.02418473802909354	2.259553668411178	4.993916797488226	10	51	positive regulation of type I interferon production	BP	998	10192	0.3542762247851192	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0002604	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	regulation of dendritic cell antigen processing and presentation	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0010612	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	regulation of cardiac muscle adaptation	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0014041	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	regulation of neuron maturation	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0031943	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	regulation of glucocorticoid metabolic process	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0031946	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	regulation of glucocorticoid biosynthetic process	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0034128	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	negative regulation of MyD88-independent toll-like receptor signaling pathway	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0035589	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	G protein-coupled purinergic nucleotide receptor signaling pathway	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0042117	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	monocyte activation	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0045630	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	positive regulation of T-helper 2 cell differentiation	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0060369	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	positive regulation of Fc receptor mediated stimulatory signaling pathway	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0061004	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	pattern specification involved in kidney development	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0072048	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	renal system pattern specification	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1900122	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	positive regulation of receptor binding	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1903242	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	regulation of cardiac muscle hypertrophy in response to stress	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1904124	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	microglial cell migration	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1904139	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	regulation of microglial cell migration	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1904141	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	positive regulation of microglial cell migration	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:2001204	0.02423547190341134	6.92713567839196	0.6854395604395604	3	7	regulation of osteoclast development	BP	998	10192	0.7644914469025433	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0002920	0.02430381881037886	2.5538140020898643	3.6230376766091057	8	37	regulation of humoral immune response	BP	998	10192	0.4007517565503604	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0010611	0.02430381881037886	2.5538140020898643	3.6230376766091057	8	37	regulation of cardiac muscle hypertrophy	BP	998	10192	0.4007517565503604	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0018198	0.02430381881037886	2.5538140020898643	3.6230376766091057	8	37	peptidyl-cysteine modification	BP	998	10192	0.4007517565503604	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0035337	0.02430381881037886	2.5538140020898643	3.6230376766091057	8	37	fatty-acyl-CoA metabolic process	BP	998	10192	0.4007517565503604	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0072678	0.02430381881037886	2.5538140020898643	3.6230376766091057	8	37	T cell migration	BP	998	10192	0.4007517565503604	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0031328	0.02432907218324281	1.2239415430904792	114.37048665620094	134	1168	positive regulation of cellular biosynthetic process	BP	998	10192	0.09853811943899687	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0003008	0.02436735621277612	1.225544496447233	112.51000784929356	132	1149	system process	BP	998	10192	0.09917696504687568	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0043154	0.02454715611662604	2.3813664596273294	4.308477237048666	9	44	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	BP	998	10192	0.37523705074722735	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0072078	0.02454715611662604	2.3813664596273294	4.308477237048666	9	44	nephron tubule morphogenesis	BP	998	10192	0.37523705074722735	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0010035	0.02459587221745478	1.391274129542856	37.01373626373626	49	378	response to inorganic substance	BP	998	10192	0.1568891993776955	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0070201	0.02459587221745478	1.391274129542856	37.01373626373626	49	378	regulation of establishment of protein localization	BP	998	10192	0.1568891993776955	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0048732	0.02487631449306046	1.482535636741244	24.96958398744113	35	255	gland development	BP	998	10192	0.18511277034500376	loss_of_correlation_genes	Medullo	FOLH1	30
GO:1905475	0.02495819836407874	1.662351725976276	14.198390894819466	22	145	regulation of protein localization to membrane	BP	998	10192	0.2339219065158751	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0002756	0.0250616015401673	3.0833333333333335	2.350078492935636	6	24	MyD88-independent toll-like receptor signaling pathway	BP	998	10192	0.4725878401800462	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0014902	0.0250993597181647	2.0599504169483884	6.462715855572998	12	66	myotube differentiation	BP	998	10192	0.3208978962617008	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0033559	0.0250993597181647	2.0599504169483884	6.462715855572998	12	66	unsaturated fatty acid metabolic process	BP	998	10192	0.3208978962617008	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0034109	0.0250993597181647	2.0599504169483884	6.462715855572998	12	66	homotypic cell-cell adhesion	BP	998	10192	0.3208978962617008	loss_of_correlation_genes	Medullo	FOLH1	30
GO:2001237	0.0250993597181647	2.0599504169483884	6.462715855572998	12	66	negative regulation of extrinsic apoptotic signaling pathway	BP	998	10192	0.3208978962617008	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0033209	0.02528837044159981	1.88061917461714	8.714874411302983	15	89	tumor necrosis factor-mediated signaling pathway	BP	998	10192	0.28514403956764134	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0050708	0.02550762936485853	1.5700180226570546	18.31102825745683	27	187	regulation of protein secretion	BP	998	10192	0.2107785475142865	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0051258	0.02559797447866617	1.542391272298393	19.975667189952905	29	204	protein polymerization	BP	998	10192	0.20332219041808244	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0006633	0.02567958195144407	1.8330944658168011	9.498233908948194	16	97	fatty acid biosynthetic process	BP	998	10192	0.2756333475819106	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0008544	0.02574415422724905	1.616998482278368	15.86302982731554	24	162	epidermis development	BP	998	10192	0.22371893427178657	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0051924	0.02574415422724905	1.616998482278368	15.86302982731554	24	162	regulation of calcium ion transport	BP	998	10192	0.22371893427178657	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0006907	0.02587039970737726	3.5560461693392207	1.762558869701727	5	18	pinocytosis	BP	998	10192	0.5272940800591068	loss_of_correlation_genes	Medullo	FOLH1	30
GO:0051882	0.02587039970737726	3.5560461693392207	1.762558869701727	5	18	mitochondrial depolarization	BP	998	10192	0.5272940800591068	loss_of_correlation_genes	Medullo	FOLH1	30
